Time,Voltage
0.04,12.74
0.07,12.72
0.1,12.84
0.14,12.74
0.17,12.76
0.2,12.88
0.24,12.74
0.27,12.9
0.3,12.84
0.34,12.92
0.37,12.88
0.4,12.76
0.44,12.9
0.47,12.76
0.5,12.84
0.54,12.82
0.57,12.88
0.6,12.76
0.64,12.8
0.67,12.84
0.7,12.78
0.74,12.9
0.77,12.9
0.81,12.74
0.84,12.82
0.87,12.82
0.91,12.88
0.94,12.88
0.97,12.88
1.01,12.76
1.04,12.72
1.07,12.78
1.11,12.8
1.14,12.74
1.17,12.82
1.21,12.74
1.24,12.82
1.27,12.72
1.31,12.82
1.34,12.76
1.37,12.72
1.41,12.78
1.44,12.8
1.48,12.72
1.51,12.84
1.54,12.84
1.58,12.67
1.61,12.7
1.64,12.8
1.68,12.84
1.71,12.67
1.74,12.72
1.78,12.78
1.81,12.74
1.84,12.67
1.88,12.78
1.91,12.74
1.94,12.72
1.98,12.74
2.01,12.74
2.04,12.63
2.08,12.78
2.11,12.78
2.15,12.76
2.18,12.7
2.21,12.72
2.25,12.78
2.28,12.72
2.31,12.59
2.35,12.74
2.38,12.72
2.41,12.63
2.45,12.72
2.48,12.59
2.51,12.57
2.55,12.65
2.58,12.63
2.61,12.57
2.65,12.65
2.68,12.65
2.71,12.72
2.75,12.7
2.78,12.72
2.82,12.49
2.85,12.63
2.88,12.63
2.92,12.7
2.95,12.59
2.98,12.55
3.02,12.65
3.05,12.76
3.08,12.65
3.12,12.53
3.15,12.51
3.18,12.53
3.22,12.49
3.25,12.67
3.28,12.63
3.32,12.47
3.35,12.57
3.39,12.59
3.42,12.53
3.45,12.51
3.49,12.55
3.52,12.47
3.55,12.57
3.59,12.63
3.62,12.53
3.65,12.59
3.69,12.43
3.72,12.53
3.75,12.41
3.79,12.53
3.82,12.51
3.85,12.51
3.89,12.41
3.92,12.55
3.95,12.43
3.99,12.51
4.02,12.43
4.06,12.57
4.09,12.45
4.12,12.39
4.16,12.53
4.19,12.49
4.22,12.41
4.26,12.45
4.29,12.43
4.32,12.39
4.36,12.51
4.39,12.43
4.42,12.45
4.46,12.45
4.49,12.47
4.52,12.33
4.56,12.45
4.59,12.31
4.62,12.43
4.66,12.33
4.69,12.43
4.73,12.29
4.76,12.47
4.79,12.31
4.83,12.39
4.86,12.33
4.89,12.43
4.93,12.41
4.96,12.29
4.99,12.39
5.03,12.33
5.06,12.29
5.09,12.35
5.13,12.33
5.16,12.29
5.19,12.29
5.23,12.33
5.26,12.35
5.3,12.31
5.33,12.29
5.36,12.39
5.4,12.31
5.43,12.35
5.46,12.33
5.5,12.21
5.53,12.23
5.56,12.31
5.6,12.29
5.63,12.19
5.66,12.29
5.7,12.25
5.73,12.31
5.76,12.25
5.8,12.27
5.83,12.27
5.86,12.19
5.9,12.17
5.93,12.19
5.97,12.25
6,12.27
6.03,12.19
6.07,12.25
6.1,12.23
6.13,12.23
6.17,12.17
6.2,12.21
6.23,12.15
6.27,12.09
6.3,12.17
6.33,12.09
6.37,12.23
6.4,12.15
6.43,12.15
6.47,12.05
6.5,12.19
6.54,12.03
6.57,12.03
6.6,12.01
6.64,12.15
6.67,12.07
6.7,12.09
6.74,11.97
6.77,12.15
6.8,12.11
6.84,12.15
6.87,12.09
6.9,11.99
6.94,12.15
6.97,11.95
7,11.97
7.04,11.97
7.07,12.01
7.1,11.97
7.14,12.05
7.17,12.05
7.21,12.03
7.24,12.01
7.27,11.95
7.31,12.05
7.34,11.99
7.37,12.05
7.41,11.95
7.44,11.93
7.47,12.01
7.51,12.03
7.54,11.95
7.57,11.84
7.61,11.91
7.64,11.84
7.67,12.01
7.71,11.82
7.74,11.95
7.77,11.84
7.81,11.91
7.84,11.95
7.88,11.93
7.91,11.97
7.94,11.78
7.98,11.95
8.01,11.8
8.04,11.95
8.08,11.91
8.11,11.84
8.14,11.91
8.18,11.8
8.21,11.74
8.24,11.82
8.28,11.86
8.31,11.84
8.34,11.74
8.38,11.72
8.41,11.72
8.45,11.78
8.48,11.7
8.51,11.72
8.55,11.74
8.58,11.78
8.61,11.74
8.65,11.76
8.68,11.7
8.71,11.76
8.75,11.66
8.78,11.76
8.81,11.66
8.85,11.78
8.88,11.74
8.91,11.76
8.95,11.62
8.98,11.66
9.01,11.68
9.05,11.72
9.08,11.6
9.12,11.66
9.15,11.68
9.18,11.56
9.22,11.66
9.25,11.62
9.28,11.62
9.32,11.68
9.35,11.66
9.38,11.6
9.42,11.5
9.45,11.56
9.48,11.62
9.52,11.52
9.55,11.6
9.58,11.54
9.62,11.58
9.65,11.56
9.68,11.52
9.72,11.44
9.75,11.52
9.79,11.5
9.82,11.38
9.85,11.46
9.89,11.48
9.92,11.38
9.95,11.5
9.99,11.5
10.02,11.34
10.05,11.44
10.09,11.34
10.12,11.36
10.15,11.38
10.19,11.36
10.22,11.36
10.25,11.34
10.29,11.22
10.32,11.36
10.35,11.24
10.39,11.34
10.42,11.24
10.46,11.3
10.49,11.12
10.52,11.08
10.56,11.14
10.59,11.22
10.62,11.06
10.66,11.18
10.69,11.14
10.72,11.03
10.76,11.1
10.79,10.95
10.82,10.99
10.86,10.89
10.89,10.85
10.92,10.81
10.96,10.79
10.99,10.53
11.02,10.51
