Time,Voltage
0.02,11.95
0.06,12.01
0.09,12.11
0.12,12.09
0.16,12.11
0.19,12.15
0.22,12.15
0.26,12.11
0.29,12.15
0.32,12.11
0.36,12.11
0.39,12.15
0.42,12.11
0.46,12.15
0.49,12.11
0.52,12.15
0.56,12.15
0.59,12.17
0.62,12.15
0.66,12.15
0.69,12.19
0.72,12.17
0.76,12.19
0.79,12.17
0.82,12.17
0.86,12.19
0.89,12.17
0.92,12.17
0.96,12.19
0.99,12.17
1.02,12.17
1.06,12.21
1.09,12.15
1.12,12.19
1.16,12.17
1.19,12.17
1.22,12.19
1.26,12.17
1.29,12.15
1.32,12.15
1.36,12.15
1.39,12.15
1.42,12.15
1.46,12.11
1.49,12.15
1.52,12.17
1.56,12.15
1.59,12.15
1.62,12.17
1.66,12.15
1.69,12.15
1.72,12.11
1.76,12.15
1.79,12.11
1.82,12.17
1.86,12.19
1.89,12.15
1.92,12.17
1.96,12.17
1.99,12.19
2.02,12.15
2.06,12.15
2.09,12.15
2.12,12.17
2.16,12.15
2.19,12.15
2.22,12.15
2.26,12.17
2.29,12.17
2.32,12.15
2.36,12.15
2.39,12.15
2.42,12.17
2.46,12.17
2.49,12.11
2.52,12.11
2.56,12.15
2.59,12.09
2.62,12.15
2.66,12.11
2.69,12.15
2.72,12.09
2.76,12.07
2.79,12.09
2.82,12.09
2.86,12.09
2.89,12.09
2.92,12.07
2.96,12.09
2.99,12.07
3.02,12.07
3.06,12.09
3.09,12.11
3.12,12.09
3.16,12.09
3.19,12.09
3.22,12.07
3.26,12.07
3.29,12.09
3.32,12.07
3.36,12.11
3.39,12.09
3.42,12.09
3.46,12.09
3.49,12.07
3.52,12.05
3.56,12.07
3.59,12.07
3.62,12.09
3.66,12.07
3.69,12.07
3.72,12.05
3.76,12.05
3.79,12.05
3.82,12.07
3.86,12.03
3.89,12.05
3.92,12.01
3.96,12.01
3.99,12.03
4.02,12.01
4.06,12.01
4.09,11.99
4.12,12.01
4.16,11.99
4.19,12.01
4.22,11.99
4.26,12.01
4.29,12.01
4.32,11.99
4.36,12.01
4.39,12.01
4.42,12.03
4.46,11.97
4.49,11.99
4.52,11.99
4.56,12.03
4.59,12.01
4.62,11.99
4.66,12.01
4.69,12.01
4.72,11.99
4.76,12.01
4.79,11.99
4.82,11.97
4.86,11.95
4.89,11.97
4.92,11.97
4.96,11.97
4.99,11.95
5.02,11.95
5.06,11.93
5.09,11.93
5.12,11.93
5.16,11.91
5.19,11.93
5.22,11.91
5.26,11.95
5.29,11.93
5.32,11.93
5.36,11.93
5.39,11.93
5.42,11.91
5.46,11.93
5.49,11.93
5.52,11.91
5.56,11.91
5.59,11.91
5.62,11.93
5.66,11.91
5.69,11.93
5.72,11.91
5.76,11.93
5.79,11.91
5.82,11.93
5.86,11.86
5.89,11.91
5.92,11.86
5.96,11.91
5.99,11.86
6.02,11.84
6.06,11.84
6.09,11.86
6.12,11.84
6.16,11.86
6.19,11.84
6.22,11.82
6.26,11.82
6.29,11.78
6.32,11.76
6.36,11.78
6.39,11.78
6.42,11.76
6.46,11.76
6.49,11.78
6.52,11.78
6.56,11.76
6.59,11.78
6.62,11.76
6.66,11.74
6.69,11.74
6.72,11.74
6.76,11.74
6.79,11.76
6.82,11.74
6.86,11.72
6.89,11.74
6.92,11.74
6.96,11.74
6.99,11.72
7.02,11.72
7.06,11.74
7.09,11.68
7.12,11.68
7.16,11.68
7.19,11.68
7.22,11.62
7.26,11.60
7.29,11.60
7.32,11.58
7.36,11.54
7.39,11.50
7.42,11.48
7.46,11.44
7.49,11.36
7.52,11.32
7.56,11.28
7.59,11.24
7.62,11.20
7.66,11.20
7.69,11.12
7.72,11.06
7.76,11.03
7.79,10.97
7.82,10.95
7.86,10.95
7.89,10.87
7.92,10.83
7.96,10.81
7.99,10.77
8.02,10.75
8.06,10.71
8.09,10.65
8.12,10.59
8.16,10.55
8.19,10.53
8.22,10.51
