Time,Voltage
0.02,12.49
0.05,12.47
0.09,12.43
0.12,12.45
0.15,12.43
0.19,12.43
0.22,12.43
0.25,12.43
0.29,12.39
0.32,12.39
0.35,12.35
0.39,12.35
0.42,12.33
0.45,12.35
0.49,12.33
0.52,12.33
0.55,12.33
0.59,12.31
0.62,12.33
0.65,12.33
0.69,12.31
0.72,12.31
0.75,12.29
0.79,12.29
0.82,12.19
0.85,12.27
0.89,12.27
1.09,12.21
1.12,12.23
1.15,12.21
1.19,12.19
1.22,12.21
1.25,12.21
1.29,12.19
1.32,12.17
1.35,12.19
1.39,12.17
1.42,12.17
1.45,12.17
1.49,12.17
1.52,12.15
1.55,12.15
1.59,12.15
1.62,12.17
1.65,12.17
1.69,12.17
1.72,12.17
1.75,12.15
1.79,12.15
1.82,12.11
1.85,12.11
1.89,12.11
1.92,12.11
1.95,12.11
1.99,12.15
2.02,12.15
2.05,12.11
2.09,12.11
2.12,12.15
2.15,12.11
2.19,12.11
2.22,12.11
2.25,12.09
2.29,12.07
2.32,12.09
2.35,12.07
2.39,12.07
2.42,12.07
2.45,12.05
2.49,12.05
2.52,12.05
2.55,12.05
2.59,12.03
2.62,12.03
2.65,12.01
2.69,12.01
2.72,12.01
2.75,11.99
2.79,11.99
2.82,11.99
2.85,12.01
2.89,12.01
2.92,12.01
2.95,12.01
2.99,11.99
3.02,11.99
3.05,11.99
3.09,12.01
3.12,12.01
3.15,12.01
3.19,12.01
3.22,11.97
3.25,12.01
3.29,11.97
3.32,11.97
3.35,11.95
3.39,11.97
3.42,11.97
3.45,11.95
3.49,11.97
3.52,11.93
3.55,11.93
3.59,11.93
3.62,11.91
3.65,11.91
3.69,11.91
3.72,11.91
3.75,11.91
3.79,11.91
3.82,11.86
3.85,11.84
3.89,11.84
3.92,11.86
3.95,11.91
3.99,11.84
4.02,11.86
4.05,11.86
4.09,11.82
4.12,11.86
4.15,11.86
4.19,11.86
4.22,11.84
4.25,11.86
4.29,11.84
4.32,11.84
4.35,11.84
4.39,11.82
4.42,11.82
4.45,11.84
4.49,11.82
4.52,11.78
4.55,11.78
4.59,11.80
4.62,11.78
4.65,11.76
4.69,11.76
4.72,11.76
4.75,11.76
4.79,11.74
4.82,11.76
4.85,11.74
4.89,11.70
4.92,11.72
4.95,11.70
4.99,11.68
5.02,11.68
5.05,11.66
5.09,11.68
5.12,11.68
5.15,11.68
5.19,11.68
5.22,11.68
5.25,11.68
5.29,11.66
5.32,11.68
5.35,11.66
5.39,11.66
5.42,11.60
5.45,11.66
5.49,11.60
5.52,11.58
5.55,11.58
5.59,11.60
5.62,11.58
5.65,11.56
5.69,11.56
5.72,11.56
5.75,11.54
5.79,11.52
5.82,11.52
5.85,11.48
5.89,11.50
5.92,11.48
5.95,11.48
5.99,11.44
6.02,11.42
6.05,11.36
6.09,11.34
6.12,11.34
6.15,11.32
6.19,11.28
6.22,11.22
6.25,11.18
6.29,11.06
6.32,10.79
6.35,10.55
