Time,Voltage
0.03,12.31
0.07,12.35
0.1,12.33
0.14,12.43
0.17,12.29
0.2,12.33
0.24,12.41
0.27,12.33
0.3,12.41
0.34,12.41
0.37,12.41
0.4,12.33
0.44,12.35
0.47,12.33
0.5,12.31
0.54,12.43
0.57,12.43
0.6,12.29
0.64,12.29
0.67,12.43
0.71,12.41
0.74,12.31
0.77,12.41
0.81,12.39
0.84,12.29
0.87,12.39
0.91,12.39
0.94,12.35
0.97,12.41
1.01,12.29
1.04,12.27
1.07,12.33
1.11,12.35
1.14,12.31
1.17,12.27
1.21,12.25
1.24,12.27
1.27,12.33
1.31,12.23
1.34,12.27
1.38,12.33
1.41,12.35
1.44,12.25
1.48,12.25
1.51,12.33
1.54,12.27
1.58,12.27
1.61,12.25
1.64,12.23
1.68,12.25
1.71,12.33
1.74,12.31
1.78,12.25
1.81,12.33
1.84,12.25
1.88,12.33
1.91,12.21
1.95,12.23
1.98,12.21
2.01,12.31
2.05,12.21
2.08,12.25
2.11,12.33
2.15,12.29
2.18,12.19
2.21,12.21
2.25,12.25
2.28,12.29
2.31,12.21
2.35,12.31
2.38,12.25
2.41,12.29
2.45,12.21
2.48,12.31
2.51,12.31
2.55,12.23
2.58,12.27
2.62,12.21
2.65,12.21
2.68,12.29
2.72,12.17
2.75,12.21
2.78,12.29
2.82,12.21
2.85,12.19
2.88,12.29
2.92,12.27
2.95,12.29
2.98,12.27
3.02,12.29
3.05,12.21
3.08,12.27
3.12,12.27
3.15,12.19
3.18,12.19
3.22,12.19
3.25,12.17
3.29,12.17
3.32,12.17
3.35,12.27
3.39,12.27
3.42,12.29
3.45,12.19
3.49,12.27
3.52,12.27
3.55,12.27
3.59,12.27
3.62,12.17
3.65,12.15
3.69,12.15
3.72,12.15
3.75,12.17
3.79,12.25
3.82,12.17
3.86,12.15
3.89,12.15
3.92,12.15
3.96,12.23
3.99,12.27
4.02,12.15
4.06,12.15
4.09,12.25
4.12,12.15
4.16,12.15
4.19,12.19
4.22,12.23
4.26,12.21
4.29,12.19
4.32,12.21
4.36,12.23
4.39,12.09
4.42,12.09
4.46,12.11
4.49,12.19
4.53,12.19
4.56,12.17
4.59,12.09
4.63,12.07
4.66,12.19
4.69,12.23
4.73,12.19
4.76,12.07
4.79,12.19
4.83,12.17
4.86,12.17
4.89,12.19
4.93,12.09
4.96,12.09
4.99,12.07
5.03,12.09
5.06,12.07
5.09,12.07
5.13,12.17
5.16,12.05
5.2,12.15
5.23,12.07
5.26,12.05
5.3,12.03
5.33,12.15
5.36,12.15
5.4,12.17
5.43,12.17
5.46,12.07
5.5,12.15
5.53,12.11
5.56,12.17
5.6,12.15
5.63,12.03
5.66,12.03
5.7,12.11
5.73,12.05
5.77,12.01
5.8,12.11
5.83,12.11
5.87,12.11
5.9,12.11
5.93,12.09
5.97,12.11
6,12.09
6.03,12.07
6.07,11.99
6.1,12.01
6.13,12.01
6.17,12.11
6.2,11.97
6.23,12.09
6.27,11.95
6.3,11.97
6.34,12.09
6.37,12.07
6.4,11.99
6.44,11.97
6.47,11.97
6.5,12.07
6.54,12.05
6.57,11.95
6.6,11.97
6.64,11.93
6.67,11.99
6.7,12.07
6.74,11.95
6.77,12.05
6.8,12.05
6.84,11.93
6.87,12.05
6.9,11.93
6.94,12.03
6.97,12.05
7.01,12.07
7.04,12.07
7.07,11.93
7.11,11.95
7.14,11.93
7.17,11.99
7.21,11.95
7.24,11.91
7.27,11.99
7.31,12.01
7.34,11.99
7.37,12.03
7.41,11.91
7.44,12.01
7.47,11.99
7.51,11.91
7.54,11.99
7.58,12.01
7.61,12.01
7.64,11.99
7.68,11.93
7.71,11.99
7.74,11.84
7.78,11.91
7.81,11.91
7.84,11.86
7.88,11.86
7.91,11.86
7.94,11.86
7.98,11.93
8.01,11.95
8.04,11.84
8.08,11.93
8.11,11.86
8.14,11.91
8.18,11.95
8.21,11.95
8.25,11.95
8.28,11.84
8.31,11.82
8.35,11.84
8.38,11.84
8.41,11.93
8.45,11.95
8.48,11.93
8.51,11.86
8.55,11.86
8.58,11.86
8.61,11.86
8.65,11.91
8.68,11.93
8.71,11.86
8.75,11.76
8.78,11.8
8.82,11.86
8.85,11.91
8.88,11.91
8.92,11.76
8.95,11.78
8.98,11.76
9.02,11.84
9.05,11.76
9.08,11.84
9.12,11.86
9.15,11.74
9.18,11.84
9.22,11.82
9.25,11.82
9.28,11.84
9.32,11.82
9.35,11.82
9.39,11.84
9.42,11.72
9.45,11.72
9.49,11.76
9.52,11.82
9.55,11.78
9.59,11.8
9.62,11.8
9.65,11.66
9.69,11.78
9.72,11.76
9.75,11.76
9.79,11.74
9.82,11.74
9.85,11.66
9.89,11.66
9.92,11.76
9.95,11.68
9.99,11.66
10.02,11.74
10.06,11.78
10.09,11.66
10.12,11.72
10.16,11.76
10.19,11.74
10.22,11.66
10.26,11.66
10.29,11.56
10.32,11.6
10.36,11.7
10.39,11.7
10.42,11.58
10.46,11.56
10.49,11.68
10.52,11.6
10.56,11.7
10.59,11.66
10.62,11.7
10.66,11.68
10.69,11.62
10.73,11.54
10.76,11.54
10.79,11.52
10.83,11.6
10.86,11.52
10.89,11.62
10.93,11.62
10.96,11.6
10.99,11.58
11.03,11.48
11.06,11.52
11.09,11.5
11.13,11.5
11.16,11.54
11.19,11.56
11.23,11.54
11.26,11.42
11.29,11.46
11.33,11.52
11.36,11.52
11.4,11.36
11.43,11.5
11.46,11.36
11.5,11.38
11.53,11.48
11.56,11.46
11.6,11.34
11.63,11.44
11.66,11.32
11.7,11.28
11.73,11.38
11.76,11.38
11.8,11.36
11.83,11.34
